OBJECTID_1,TotalPop,PctMen,PctWomen,MedAge,MedAgeMen,MedAgeWomen,PctWhite,PctBlack,PctNative,PctAsian,PctPacIsl,PctOther,PctTwoPlus,PctForeignBorn,PctLatino,MedHHincome,PctPoverty,PctEmployed,PctHS,PctAss,PctBac,PctMas,PctProf,PctDoc,Count_,Sum_Krasner,Sum_Khan,Sum_Untermeyer,Sum_El_Shabazz,Sum_Negrin,Sum_Deni,Sum_O_Neill,Sum_Write_In,Sum_Total,Pct_Krasner,Pct_Khan,Pct_Untermeyer,Pct_El_Shabazz,Pct_Negrin,Pct_Deni,Pct_ONeill,Pct_Write_In
21,2626,0.430700000000000,0.569300000000000,51.000000000000000,51.600000000000001,47.100000000000001,0.846915461000000,0.026656512000000,0,0,0,0.000000000000000,0,0.105500000000000,0.009900000000000,96397,0.070800000000000,0.575400000000000,0.042700000000000,0.010300000000000,0.359700000000000,0.222100000000000,0.148800000000000,0.124100000000000,3,302,265,47,6,172,5,13,0,810,37.283950617283949,32.716049382716051,5.802469135802469,0.740740740740741,21.234567901234570,0.617283950617284,1.604938271604938,0.000000000000000
22,5139,0.524200000000000,0.475800000000000,20.000000000000000,19.899999999999999,20.100000000000001,0.573652462000000,0.097489784000000,0,0,0,0.007783615000000,0,0.190900000000000,0.037600000000000,47083,0.357100000000000,0.209400000000000,0.133000000000000,0.008200000000000,0.266800000000000,0.104700000000000,0.094700000000000,0.103800000000000,5,194,34,8,15,14,4,3,0,272,71.323529411764710,12.500000000000000,2.941176470588235,5.514705882352941,5.147058823529411,1.470588235294118,1.102941176470588,0.000000000000000
23,4564,0.479800000000000,0.520200000000000,43.799999999999997,40.299999999999997,46.600000000000001,0.687554777000000,0.064417178000000,0,0,0,0.015994741000000,0,0.199800000000000,0.043400000000000,55942,0.160200000000000,0.487300000000000,0.311400000000000,0.021100000000000,0.154000000000000,0.053800000000000,0.000000000000000,0.004000000000000,6,97,61,47,17,85,8,143,0,458,21.179039301310041,13.318777292576419,10.262008733624455,3.711790393013101,18.558951965065500,1.746724890829694,31.222707423580786,0.000000000000000
24,5440,0.490600000000000,0.509400000000000,45.500000000000000,39.600000000000001,48.000000000000000,0.842279412000000,0.058639706000000,0,0,0,0.001654412000000,0,0.115600000000000,0.045800000000000,71029,0.043800000000000,0.525000000000000,0.271900000000000,0.108900000000000,0.200900000000000,0.090200000000000,0.017400000000000,0.024700000000000,6,85,68,52,10,119,10,61,0,405,20.987654320987652,16.790123456790123,12.839506172839506,2.469135802469136,29.382716049382719,2.469135802469136,15.061728395061730,0.000000000000000
25,2532,0.436000000000000,0.564000000000000,43.799999999999997,40.799999999999997,45.899999999999999,0.836887836000000,0.102685624000000,0,0,0,0.012243286000000,0,0.046200000000000,0.024500000000000,76750,0.075200000000000,0.496100000000000,0.247100000000000,0.053600000000000,0.211000000000000,0.137900000000000,0.031800000000000,0.028100000000000,3,89,125,26,9,110,4,50,0,413,21.549636803874090,30.266343825665860,6.295399515738500,2.179176755447942,26.634382566585955,0.968523002421308,12.106537530266344,0.000000000000000
26,1369,0.441200000000000,0.558800000000000,54.500000000000000,54.100000000000001,54.799999999999997,0.832724617000000,0.113951790000000,0,0,0,0.000000000000000,0,0.063600000000000,0.046000000000000,126607,0.055600000000000,0.458000000000000,0.077800000000000,0.028100000000000,0.260500000000000,0.324300000000000,0.153700000000000,0.073100000000000,3,511,291,18,12,114,5,30,0,981,52.089704383282367,29.663608562691131,1.834862385321101,1.223241590214067,11.620795107033640,0.509683995922528,3.058103975535168,0.000000000000000
27,1922,0.466200000000000,0.533800000000000,51.500000000000000,51.299999999999997,51.899999999999999,0.893340271000000,0.061394381000000,0,0,0,0.000520291000000,0,0.086900000000000,0.031200000000000,87361,0.072000000000000,0.440700000000000,0.086700000000000,0.019000000000000,0.367900000000000,0.199900000000000,0.165300000000000,0.057600000000000,1,101,141,7,0,54,1,15,0,319,31.661442006269592,44.200626959247643,2.194357366771160,0.000000000000000,16.927899686520377,0.313479623824451,4.702194357366771,0.000000000000000
28,2950,0.508500000000000,0.491500000000000,41.399999999999999,38.600000000000001,42.500000000000000,0.259322034000000,0.625084746000000,0,0,0,0.021694915000000,0,0.003400000000000,0.105100000000000,60755,0.068100000000000,0.510800000000000,0.189800000000000,0.069900000000000,0.176700000000000,0.138800000000000,0.048500000000000,0.034000000000000,5,463,245,30,102,85,2,9,0,936,49.465811965811966,26.175213675213676,3.205128205128205,10.897435897435898,9.081196581196581,0.213675213675214,0.961538461538462,0.000000000000000
29,1693,0.392800000000000,0.607200000000000,48.299999999999997,48.700000000000003,47.899999999999999,0.018901359000000,0.970466627000000,0,0,0,0.000000000000000,0,0.028400000000000,0.011800000000000,57557,0.042500000000000,0.443000000000000,0.296400000000000,0.067300000000000,0.201100000000000,0.104300000000000,0.018100000000000,0.014800000000000,2,231,73,28,85,46,1,4,0,468,49.358974358974365,15.598290598290598,5.982905982905983,18.162393162393162,9.829059829059830,0.213675213675214,0.854700854700855,0.000000000000000
30,4830,0.470000000000000,0.530000000000000,39.700000000000003,34.600000000000001,44.500000000000000,0.013664596000000,0.954658385000000,0,0,0,0.000000000000000,0,0.047600000000000,0.002900000000000,43115,0.140600000000000,0.395000000000000,0.352200000000000,0.073800000000000,0.120700000000000,0.089100000000000,0.011700000000000,0.000000000000000,5,468,120,44,180,55,3,1,0,871,53.731343283582092,13.777267508610791,5.051664753157290,20.665901262916190,6.314580941446613,0.344431687715270,0.114810562571757,0.000000000000000
31,3464,0.460200000000000,0.539800000000000,38.399999999999999,34.799999999999997,40.299999999999997,0.594688222000000,0.300519630000000,0,0,0,0.000000000000000,0,0.114600000000000,0.091800000000000,56225,0.084600000000000,0.556000000000000,0.110600000000000,0.031100000000000,0.254300000000000,0.210300000000000,0.070500000000000,0.040900000000000,4,235,277,39,32,88,6,45,0,722,32.548476454293628,38.365650969529085,5.401662049861495,4.432132963988920,12.188365650969530,0.831024930747923,6.232686980609419,0.000000000000000
32,2912,0.477700000000000,0.522300000000000,40.000000000000000,33.100000000000001,45.299999999999997,0.507211538000000,0.436469780000000,0,0,0,0.021634615000000,0,0.019900000000000,0.020300000000000,77500,0.093300000000000,0.541600000000000,0.123000000000000,0.058900000000000,0.194700000000000,0.274600000000000,0.060300000000000,0.049800000000000,3,399,301,16,58,65,4,12,0,855,46.666666666666664,35.204678362573098,1.871345029239766,6.783625730994151,7.602339181286549,0.467836257309942,1.403508771929825,0.000000000000000
33,2827,0.485700000000000,0.514300000000000,35.700000000000003,35.700000000000003,35.700000000000003,0.776795189000000,0.078528475000000,0,0,0,0.004244782000000,0,0.121000000000000,0.016600000000000,107222,0.033300000000000,0.705300000000000,0.048600000000000,0.024700000000000,0.371500000000000,0.279500000000000,0.130000000000000,0.068600000000000,4,284,231,30,4,130,18,17,0,714,39.775910364145659,32.352941176470587,4.201680672268908,0.560224089635854,18.207282913165265,2.521008403361345,2.380952380952381,0.000000000000000
34,2763,0.438300000000000,0.561700000000000,30.600000000000001,32.299999999999997,29.699999999999999,0.842562432000000,0.077452045000000,0,0,0,0.008324285000000,0,0.054300000000000,0.146200000000000,77734,0.090800000000000,0.775200000000000,0.096200000000000,0.018500000000000,0.429200000000000,0.193800000000000,0.095700000000000,0.044900000000000,4,374,179,28,12,114,11,14,0,732,51.092896174863391,24.453551912568305,3.825136612021858,1.639344262295082,15.573770491803279,1.502732240437158,1.912568306010929,0.000000000000000
35,3919,0.495000000000000,0.505000000000000,27.000000000000000,21.000000000000000,31.800000000000001,0.303393723000000,0.274304670000000,0,0,0,0.365654504000000,0,0.215900000000000,0.692000000000000,25292,0.409800000000000,0.264400000000000,0.252400000000000,0.069000000000000,0.040900000000000,0.000000000000000,0.000000000000000,0.000000000000000,4,19,25,6,5,13,1,0,0,69,27.536231884057973,36.231884057971016,8.695652173913043,7.246376811594203,18.840579710144929,1.449275362318841,0.000000000000000,0.000000000000000
36,4320,0.434300000000000,0.565700000000000,23.600000000000001,23.100000000000001,23.800000000000001,0.416898148000000,0.137731481000000,0,0,0,0.380555556000000,0,0.069000000000000,0.843500000000000,18086,0.647200000000000,0.219000000000000,0.284600000000000,0.019100000000000,0.025800000000000,0.005700000000000,0.003300000000000,0.000000000000000,3,7,8,3,4,48,1,1,0,72,9.722222222222223,11.111111111111111,4.166666666666666,5.555555555555555,66.666666666666657,1.388888888888889,1.388888888888889,0.000000000000000
37,5763,0.455100000000000,0.544900000000000,48.399999999999999,47.299999999999997,49.500000000000000,0.871594656000000,0.014575742000000,0,0,0,0.003817456000000,0,0.293400000000000,0.046900000000000,50385,0.064500000000000,0.441600000000000,0.251300000000000,0.097600000000000,0.195400000000000,0.050700000000000,0.033500000000000,0.014700000000000,5,45,97,62,1,119,4,51,0,379,11.873350923482850,25.593667546174142,16.358839050131927,0.263852242744063,31.398416886543533,1.055408970976253,13.456464379947231,0.000000000000000
38,5725,0.464100000000000,0.535900000000000,32.500000000000000,29.699999999999999,34.200000000000003,0.398253275000000,0.276681223000000,0,0,0,0.236681223000000,0,0.114600000000000,0.443800000000000,22283,0.559000000000000,0.299700000000000,0.306200000000000,0.059200000000000,0.033000000000000,0.003400000000000,0.000000000000000,0.000000000000000,6,32,27,15,8,21,3,8,0,114,28.070175438596490,23.684210526315788,13.157894736842104,7.017543859649122,18.421052631578945,2.631578947368421,7.017543859649122,0.000000000000000
39,6885,0.493200000000000,0.506800000000000,27.500000000000000,23.500000000000000,30.000000000000000,0.568191721000000,0.258097313000000,0,0,0,0.121859114000000,0,0.058500000000000,0.375900000000000,27607,0.361800000000000,0.289300000000000,0.350300000000000,0.024900000000000,0.090600000000000,0.007500000000000,0.006700000000000,0.000000000000000,8,63,36,36,15,21,0,16,0,187,33.689839572192511,19.251336898395721,19.251336898395721,8.021390374331551,11.229946524064172,0.000000000000000,8.556149732620320,0.000000000000000
40,2302,0.449200000000000,0.550800000000000,20.199999999999999,20.199999999999999,20.199999999999999,0.630755864000000,0.095569070000000,0,0,0,0.023023458000000,0,0.114700000000000,0.080400000000000,11196,0.628000000000000,0.223300000000000,0.138700000000000,0.000000000000000,0.452600000000000,0.189800000000000,0.000000000000000,0.000000000000000,2,52,10,0,2,7,0,1,0,72,72.222222222222214,13.888888888888889,0.000000000000000,2.777777777777778,9.722222222222223,0.000000000000000,1.388888888888889,0.000000000000000
41,5824,0.403500000000000,0.596500000000000,22.699999999999999,19.600000000000001,24.800000000000001,0.030391484000000,0.912087912000000,0,0,0,0.045157967000000,0,0.016500000000000,0.060100000000000,16959,0.570200000000000,0.224600000000000,0.312900000000000,0.014300000000000,0.020700000000000,0.007200000000000,0.000000000000000,0.000000000000000,10,96,49,52,120,71,3,19,0,410,23.414634146341466,11.951219512195122,12.682926829268293,29.268292682926827,17.317073170731707,0.731707317073171,4.634146341463414,0.000000000000000
42,7949,0.454500000000000,0.545500000000000,24.899999999999999,25.100000000000001,24.800000000000001,0.328217386000000,0.219147063000000,0,0,0,0.317398415000000,0,0.087700000000000,0.669600000000000,31485,0.378000000000000,0.328300000000000,0.384600000000000,0.006800000000000,0.058800000000000,0.010100000000000,0.000000000000000,0.000000000000000,5,41,38,17,16,25,3,10,0,150,27.333333333333332,25.333333333333336,11.333333333333332,10.666666666666668,16.666666666666664,2.000000000000000,6.666666666666667,0.000000000000000
43,3818,0.466000000000000,0.534000000000000,42.000000000000000,40.899999999999999,42.299999999999997,0.985332635000000,0.009167103000000,0,0,0,0.000261917000000,0,0.022500000000000,0.010700000000000,52288,0.139900000000000,0.458600000000000,0.423500000000000,0.060600000000000,0.103400000000000,0.054500000000000,0.026700000000000,0.003200000000000,4,33,56,27,0,56,15,48,0,235,14.042553191489363,23.829787234042556,11.489361702127660,0.000000000000000,23.829787234042556,6.382978723404255,20.425531914893615,0.000000000000000
44,2471,0.524900000000000,0.475100000000000,37.600000000000001,35.200000000000003,41.100000000000001,0.958721166000000,0.000404694000000,0,0,0,0.006475111000000,0,0.034800000000000,0.055400000000000,48715,0.128700000000000,0.479200000000000,0.420100000000000,0.068500000000000,0.132100000000000,0.019900000000000,0.032600000000000,0.008800000000000,2,14,16,11,0,21,0,14,0,76,18.421052631578945,21.052631578947366,14.473684210526317,0.000000000000000,27.631578947368425,0.000000000000000,18.421052631578945,0.000000000000000
45,9510,0.496600000000000,0.503400000000000,22.300000000000001,17.199999999999999,26.399999999999999,0.454153523000000,0.264458465000000,0,0,0,0.215667718000000,0,0.095700000000000,0.696700000000000,25218,0.496100000000000,0.245000000000000,0.309900000000000,0.037600000000000,0.038100000000000,0.006300000000000,0.007200000000000,0.000500000000000,7,25,27,7,7,39,1,7,0,113,22.123893805309734,23.893805309734514,6.194690265486726,6.194690265486726,34.513274336283182,0.884955752212389,6.194690265486726,0.000000000000000
46,8440,0.453000000000000,0.547000000000000,32.799999999999997,32.399999999999999,33.299999999999997,0.439218009000000,0.145142180000000,0,0,0,0.261374408000000,0,0.208900000000000,0.581400000000000,29097,0.325300000000000,0.315300000000000,0.342700000000000,0.042300000000000,0.085300000000000,0.008400000000000,0.000000000000000,0.007800000000000,9,57,59,22,23,70,7,13,0,251,22.709163346613543,23.505976095617530,8.764940239043826,9.163346613545818,27.888446215139439,2.788844621513944,5.179282868525896,0.000000000000000
47,7096,0.452800000000000,0.547200000000000,27.500000000000000,26.000000000000000,30.399999999999999,0.181369786000000,0.514656144000000,0,0,0,0.274098083000000,0,0.111500000000000,0.562000000000000,19032,0.474900000000000,0.267800000000000,0.274100000000000,0.014500000000000,0.052200000000000,0.017300000000000,0.000000000000000,0.000000000000000,6,104,25,17,27,69,2,6,0,250,41.600000000000001,10.000000000000000,6.800000000000001,10.800000000000001,27.600000000000001,0.800000000000000,2.400000000000000,0.000000000000000
48,1273,0.546700000000000,0.453300000000000,31.100000000000001,35.299999999999997,28.600000000000001,0.109190888000000,0.802827965000000,0,0,0,0.026708562000000,0,0.153200000000000,0.158700000000000,24850,0.408800000000000,0.362900000000000,0.336500000000000,0.024200000000000,0.083400000000000,0.037700000000000,0.021500000000000,0.024200000000000,2,30,14,14,23,15,2,0,0,98,30.612244897959183,14.285714285714285,14.285714285714285,23.469387755102041,15.306122448979592,2.040816326530612,0.000000000000000,0.000000000000000
49,6992,0.486700000000000,0.513300000000000,26.699999999999999,24.600000000000001,30.199999999999999,0.175629291000000,0.388014874000000,0,0,0,0.300057208000000,0,0.103800000000000,0.667800000000000,23439,0.505300000000000,0.331500000000000,0.346900000000000,0.036700000000000,0.024700000000000,0.006300000000000,0.006600000000000,0.000000000000000,6,56,50,20,29,74,1,8,0,238,23.529411764705880,21.008403361344538,8.403361344537816,12.184873949579831,31.092436974789916,0.420168067226891,3.361344537815126,0.000000000000000
50,4411,0.479700000000000,0.520300000000000,31.000000000000000,30.399999999999999,32.500000000000000,0.276127862000000,0.420992972000000,0,0,0,0.248923147000000,0,0.037400000000000,0.568400000000000,19498,0.526200000000000,0.242300000000000,0.361800000000000,0.046000000000000,0.054800000000000,0.006100000000000,0.000000000000000,0.000000000000000,6,61,33,33,27,48,3,3,0,208,29.326923076923077,15.865384615384615,15.865384615384615,12.980769230769232,23.076923076923077,1.442307692307692,1.442307692307692,0.000000000000000
51,4696,0.499800000000000,0.500200000000000,42.700000000000003,44.299999999999997,42.500000000000000,0.061541738000000,0.933986371000000,0,0,0,0.002129472000000,0,0.000000000000000,0.037900000000000,20465,0.316400000000000,0.282200000000000,0.304000000000000,0.063200000000000,0.034300000000000,0.038300000000000,0.000000000000000,0.000000000000000,7,108,65,70,104,70,7,7,0,431,25.058004640371230,15.081206496519723,16.241299303944317,24.129930394431554,16.241299303944317,1.624129930394431,1.624129930394431,0.000000000000000
52,2779,0.518500000000000,0.481500000000000,33.399999999999999,33.000000000000000,33.500000000000000,0.009715725000000,0.942425333000000,0,0,0,0.026268442000000,0,0.020500000000000,0.022300000000000,22277,0.448900000000000,0.276700000000000,0.397600000000000,0.020500000000000,0.050600000000000,0.030700000000000,0.018600000000000,0.000000000000000,6,96,57,27,58,45,4,1,0,288,33.333333333333329,19.791666666666664,9.375000000000000,20.138888888888889,15.625000000000000,1.388888888888889,0.347222222222222,0.000000000000000
53,2497,0.414500000000000,0.585500000000000,39.500000000000000,35.200000000000003,42.399999999999999,0.005206247000000,0.948738486000000,0,0,0,0.020424509000000,0,0.025200000000000,0.020400000000000,23101,0.320000000000000,0.358800000000000,0.385300000000000,0.062200000000000,0.040400000000000,0.016800000000000,0.006800000000000,0.000000000000000,4,95,65,28,55,39,4,36,0,322,29.503105590062113,20.186335403726709,8.695652173913043,17.080745341614907,12.111801242236025,1.242236024844720,11.180124223602485,0.000000000000000
54,1724,0.481400000000000,0.518600000000000,33.100000000000001,33.600000000000001,31.500000000000000,0.459976798000000,0.370069606000000,0,0,0,0.029002320000000,0,0.136300000000000,0.058000000000000,43750,0.249700000000000,0.443200000000000,0.170700000000000,0.017200000000000,0.258400000000000,0.202300000000000,0.097600000000000,0.037900000000000,3,161,117,21,31,163,0,11,0,504,31.944444444444443,23.214285714285715,4.166666666666666,6.150793650793650,32.341269841269842,0.000000000000000,2.182539682539682,0.000000000000000
55,2774,0.487000000000000,0.513000000000000,40.299999999999997,37.399999999999999,48.600000000000001,0.072458544000000,0.833453497000000,0,0,0,0.007930786000000,0,0.045100000000000,0.019100000000000,20000,0.277600000000000,0.318300000000000,0.452300000000000,0.089000000000000,0.025100000000000,0.019200000000000,0.000000000000000,0.000000000000000,4,72,71,43,93,53,4,37,0,373,19.302949061662197,19.034852546916888,11.528150134048257,24.932975871313673,14.209115281501342,1.072386058981233,9.919571045576408,0.000000000000000
56,5810,0.486900000000000,0.513100000000000,30.800000000000001,29.199999999999999,32.399999999999999,0.753872633000000,0.150602410000000,0,0,0,0.018244406000000,0,0.054700000000000,0.050900000000000,51268,0.130800000000000,0.569500000000000,0.180900000000000,0.079500000000000,0.271800000000000,0.190200000000000,0.044500000000000,0.011800000000000,7,316,172,32,30,256,14,24,0,844,37.440758293838861,20.379146919431278,3.791469194312796,3.554502369668247,30.331753554502370,1.658767772511848,2.843601895734597,0.000000000000000
57,2155,0.414800000000000,0.585200000000000,28.300000000000001,32.100000000000001,26.399999999999999,0.497911833000000,0.341067285000000,0,0,0,0.003712297000000,0,0.149900000000000,0.033900000000000,40000,0.260800000000000,0.516900000000000,0.114600000000000,0.063000000000000,0.385700000000000,0.190400000000000,0.024100000000000,0.024100000000000,1,80,40,10,11,32,2,6,0,181,44.198895027624310,22.099447513812155,5.524861878453039,6.077348066298343,17.679558011049721,1.104972375690608,3.314917127071823,0.000000000000000
58,2553,0.504500000000000,0.495500000000000,33.100000000000001,31.600000000000001,35.700000000000003,0.780258519000000,0.096748923000000,0,0,0,0.047395221000000,0,0.061500000000000,0.083400000000000,64212,0.078700000000000,0.529200000000000,0.281900000000000,0.064400000000000,0.221500000000000,0.089800000000000,0.036800000000000,0.004600000000000,2,59,62,6,5,38,5,12,0,187,31.550802139037433,33.155080213903744,3.208556149732621,2.673796791443850,20.320855614973262,2.673796791443850,6.417112299465241,0.000000000000000
59,2926,0.548500000000000,0.451500000000000,30.500000000000000,30.199999999999999,31.800000000000001,0.897812714000000,0.023923445000000,0,0,0,0.029733424000000,0,0.037600000000000,0.051300000000000,54848,0.122000000000000,0.613800000000000,0.298600000000000,0.021600000000000,0.311800000000000,0.112500000000000,0.026300000000000,0.045000000000000,2,99,84,2,2,36,3,19,0,245,40.408163265306122,34.285714285714285,0.816326530612245,0.816326530612245,14.693877551020410,1.224489795918367,7.755102040816326,0.000000000000000
60,2507,0.470700000000000,0.529300000000000,33.899999999999999,31.699999999999999,38.000000000000000,0.877941763000000,0.049062625000000,0,0,0,0.003589948000000,0,0.086600000000000,0.032700000000000,61641,0.117400000000000,0.612300000000000,0.203200000000000,0.012500000000000,0.312700000000000,0.129800000000000,0.038600000000000,0.029700000000000,1,26,41,4,1,14,5,14,0,105,24.761904761904763,39.047619047619051,3.809523809523810,0.952380952380952,13.333333333333334,4.761904761904762,13.333333333333334,0.000000000000000
61,5094,0.530800000000000,0.469200000000000,30.500000000000000,28.899999999999999,31.100000000000001,0.919709462000000,0.049862583000000,0,0,0,0.004907735000000,0,0.036700000000000,0.027100000000000,73607,0.197900000000000,0.641300000000000,0.217200000000000,0.032200000000000,0.402100000000000,0.124000000000000,0.019900000000000,0.026800000000000,6,162,172,28,10,67,8,37,0,484,33.471074380165291,35.537190082644628,5.785123966942149,2.066115702479339,13.842975206611571,1.652892561983471,7.644628099173553,0.000000000000000
62,4279,0.578400000000000,0.421600000000000,27.800000000000001,27.899999999999999,27.600000000000001,0.862584716000000,0.107268053000000,0,0,0,0.000000000000000,0,0.025200000000000,0.075700000000000,64260,0.200300000000000,0.732400000000000,0.190900000000000,0.040000000000000,0.348000000000000,0.110800000000000,0.041000000000000,0.010500000000000,4,149,101,10,8,43,4,19,0,334,44.610778443113773,30.239520958083833,2.994011976047904,2.395209580838324,12.874251497005988,1.197604790419162,5.688622754491018,0.000000000000000
63,3912,0.475200000000000,0.524800000000000,29.899999999999999,27.600000000000001,30.600000000000001,0.869631902000000,0.033231084000000,0,0,0,0.005368098000000,0,0.079800000000000,0.037300000000000,72894,0.123500000000000,0.662300000000000,0.221800000000000,0.028200000000000,0.282400000000000,0.164100000000000,0.055300000000000,0.043900000000000,4,127,173,12,12,35,9,35,0,403,31.513647642679899,42.928039702233249,2.977667493796526,2.977667493796526,8.684863523573201,2.233250620347394,8.684863523573201,0.000000000000000
64,1986,0.490900000000000,0.509100000000000,29.500000000000000,29.199999999999999,30.199999999999999,0.306143001000000,0.184793555000000,0,0,0,0.418429003000000,0,0.040300000000000,0.672200000000000,19375,0.506000000000000,0.284000000000000,0.288500000000000,0.004200000000000,0.075300000000000,0.041500000000000,0.005100000000000,0.004200000000000,4,76,22,48,8,35,1,2,0,192,39.583333333333329,11.458333333333332,25.000000000000000,4.166666666666666,18.229166666666664,0.520833333333333,1.041666666666667,0.000000000000000
65,2599,0.512100000000000,0.487900000000000,31.000000000000000,32.799999999999997,29.000000000000000,0.507118122000000,0.101192766000000,0,0,0,0.291265871000000,0,0.167000000000000,0.461300000000000,37664,0.274200000000000,0.532900000000000,0.302800000000000,0.043300000000000,0.159400000000000,0.043300000000000,0.006800000000000,0.017600000000000,2,155,32,19,6,25,3,4,0,244,63.524590163934427,13.114754098360656,7.786885245901639,2.459016393442623,10.245901639344263,1.229508196721312,1.639344262295082,0.000000000000000
66,5152,0.458300000000000,0.541700000000000,31.899999999999999,34.299999999999997,31.500000000000000,0.577445652000000,0.063858696000000,0,0,0,0.182647516000000,0,0.174700000000000,0.303200000000000,35000,0.302200000000000,0.424900000000000,0.254200000000000,0.024500000000000,0.117600000000000,0.075100000000000,0.002800000000000,0.004800000000000,7,541,118,19,9,42,9,25,1,764,70.811518324607320,15.445026178010471,2.486910994764398,1.178010471204189,5.497382198952880,1.178010471204189,3.272251308900524,0.130890052356021
67,6711,0.515100000000000,0.484900000000000,32.100000000000001,31.600000000000001,33.100000000000001,0.885113992000000,0.017136045000000,0,0,0,0.012963791000000,0,0.028000000000000,0.054100000000000,45030,0.146800000000000,0.500400000000000,0.275500000000000,0.063700000000000,0.265100000000000,0.049200000000000,0.026100000000000,0.003700000000000,7,449,233,35,4,71,8,62,0,862,52.088167053364266,27.030162412993043,4.060324825986079,0.464037122969838,8.236658932714617,0.928074245939675,7.192575406032482,0.000000000000000
68,2278,0.499600000000000,0.500400000000000,28.699999999999999,32.000000000000000,28.300000000000001,0.317822651000000,0.215978929000000,0,0,0,0.457857770000000,0,0.066700000000000,0.762900000000000,19018,0.561900000000000,0.254200000000000,0.278800000000000,0.014200000000000,0.094200000000000,0.031400000000000,0.000000000000000,0.007500000000000,3,32,7,4,7,59,1,0,0,110,29.090909090909090,6.363636363636363,3.636363636363636,6.363636363636363,53.636363636363640,0.909090909090909,0.000000000000000,0.000000000000000
69,5937,0.503600000000000,0.496400000000000,35.000000000000000,32.700000000000003,37.500000000000000,0.945595419000000,0.018527876000000,0,0,0,0.000000000000000,0,0.049000000000000,0.016800000000000,55458,0.202300000000000,0.522100000000000,0.241400000000000,0.069300000000000,0.276500000000000,0.094200000000000,0.009000000000000,0.035100000000000,6,604,202,59,9,86,13,53,0,1026,58.869395711500971,19.688109161793371,5.750487329434698,0.877192982456140,8.382066276803119,1.267056530214425,5.165692007797270,0.000000000000000
70,4567,0.431400000000000,0.568600000000000,30.100000000000001,27.899999999999999,33.000000000000000,0.169476681000000,0.529450405000000,0,0,0,0.269104445000000,0,0.034200000000000,0.512600000000000,17270,0.516100000000000,0.263000000000000,0.304500000000000,0.038600000000000,0.026700000000000,0.002300000000000,0.000000000000000,0.000000000000000,6,91,31,26,34,84,0,7,0,273,33.333333333333329,11.355311355311356,9.523809523809524,12.454212454212454,30.769230769230770,0.000000000000000,2.564102564102564,0.000000000000000
71,3574,0.547600000000000,0.452400000000000,31.600000000000001,31.899999999999999,31.500000000000000,0.294907666000000,0.101566872000000,0,0,0,0.471740347000000,0,0.145800000000000,0.777300000000000,12846,0.628200000000000,0.240600000000000,0.233100000000000,0.047700000000000,0.050600000000000,0.008200000000000,0.000000000000000,0.000000000000000,5,40,16,5,11,64,2,0,0,138,28.985507246376812,11.594202898550725,3.623188405797102,7.971014492753622,46.376811594202898,1.449275362318841,0.000000000000000,0.000000000000000
72,1652,0.375900000000000,0.624100000000000,33.100000000000001,34.100000000000001,30.899999999999999,0.184019370000000,0.720338983000000,0,0,0,0.062348668000000,0,0.067200000000000,0.112000000000000,,0.493000000000000,0.336600000000000,0.295300000000000,0.035000000000000,0.041000000000000,0.012000000000000,0.000000000000000,0.000000000000000,3,55,20,30,19,17,4,2,0,147,37.414965986394563,13.605442176870749,20.408163265306122,12.925170068027212,11.564625850340136,2.721088435374150,1.360544217687075,0.000000000000000
73,2251,0.422000000000000,0.578000000000000,28.399999999999999,20.399999999999999,34.899999999999999,0.043091959000000,0.787649933000000,0,0,0,0.128387383000000,0,0.012000000000000,0.176800000000000,15401,0.619700000000000,0.227500000000000,0.364400000000000,0.040800000000000,0.048600000000000,0.007100000000000,0.000000000000000,0.000000000000000,5,79,32,20,46,40,0,3,0,220,35.909090909090907,14.545454545454545,9.090909090909092,20.909090909090907,18.181818181818183,0.000000000000000,1.363636363636364,0.000000000000000
74,3495,0.428600000000000,0.571400000000000,28.300000000000001,24.100000000000001,30.500000000000000,0.016881259000000,0.952789700000000,0,0,0,0.000000000000000,0,0.003100000000000,0.000900000000000,28125,0.361200000000000,0.271000000000000,0.382700000000000,0.034600000000000,0.052400000000000,0.000000000000000,0.000000000000000,0.000000000000000,6,89,51,45,77,84,5,17,0,368,24.184782608695652,13.858695652173914,12.228260869565217,20.923913043478262,22.826086956521738,1.358695652173913,4.619565217391304,0.000000000000000
75,3129,0.481900000000000,0.518100000000000,34.600000000000001,36.200000000000003,32.799999999999997,0.098434004000000,0.877277085000000,0,0,0,0.000000000000000,0,0.037700000000000,0.013400000000000,25448,0.426700000000000,0.312200000000000,0.469200000000000,0.051800000000000,0.022400000000000,0.002700000000000,0.000000000000000,0.000000000000000,5,57,39,82,45,21,2,4,0,250,22.800000000000001,15.600000000000000,32.800000000000004,18.000000000000000,8.400000000000000,0.800000000000000,1.600000000000000,0.000000000000000
76,3262,0.521500000000000,0.478500000000000,31.000000000000000,29.300000000000001,38.200000000000003,0.114347026000000,0.463519313000000,0,0,0,0.028203556000000,0,0.386300000000000,0.064100000000000,31506,0.169200000000000,0.409600000000000,0.257700000000000,0.063200000000000,0.140600000000000,0.021600000000000,0.000000000000000,0.000000000000000,3,75,44,18,50,21,2,10,1,221,33.936651583710407,19.909502262443439,8.144796380090497,22.624434389140273,9.502262443438914,0.904977375565611,4.524886877828054,0.452488687782805
